1108939,3647358,-70.0523999403734
1108939,7919347,-70.73870385025506
1108939,699259,-71.39264707399832
1108939,8596284,-71.55525578048398
1108939,3899060,-71.61288378684881
1108939,5836378,-71.75633693683518
1108939,242056,-71.86932357307273
1108939,631424,-71.96650694539183
1108939,5101048,-72.0730791356209
1108939,2011059,-72.26353558154686
1108939,8620089,-72.27513073025035
1108939,8661642,-72.31656837097965
1108939,6707713,-72.36820554085764
1108939,4421943,-72.38117529390935
1108939,8596286,-72.38172248418529
1108939,5308169,-72.39744331143692
1108939,8596282,-72.40613056388591
1108939,1889170,-72.44838950153466
1108939,3009955,-72.46880225695196
1108939,7919417,-72.47587615665654
1108939,2561987,-72.51456988228122
1108939,6485678,-72.54185146642996
1108939,3865302,-72.71744875460584
1108939,6521246,-72.74267123305953
1108939,2918202,-72.74445024464244
1108939,7777453,-72.78390380884565
1108939,2251472,-72.80067851363025
1108939,6564869,-72.81433245240231
1108939,4847697,-72.82280927026368
1108939,3259017,-72.87084675729668
1108939,414222,-72.89056433965777
1108939,7844766,-72.93805349589205
1108939,7844765,-72.93812189835259
1108939,631428,-72.99325366972515
1108939,2068541,-73.02505348371797
1108939,127555,-73.03761281465358
1108939,753531,-73.03870720590069
1108939,6669588,-73.0700118556469
1108939,7152561,-73.09419559221998
1108939,6164673,-73.1361928303047
1108939,6758075,-73.13728758525777
1108939,7201778,-73.14201559759553
1108939,3124564,-73.15046264998213
1108939,1889169,-73.16078661840577
1108939,1626692,-73.16929703398006
1108939,1626698,-73.16943387834891
1108939,5553584,-73.17701482482497
1108939,3130232,-73.17797274477171
1108939,3150726,-73.18696929815636
1108939,6092801,-73.18806866032048
1108939,6013029,-73.19577793383662
1108939,4016944,-73.20525412899244
1108939,7814529,-73.24066755681503
1108939,1787768,-73.2461413853526
1108939,5553585,-73.252196523917
1108939,1259514,-73.25424957075094
1108939,1818494,-73.25684923262932
1108939,994116,-73.25698603019825
1108939,6577789,-73.26423148141029
1108939,6225295,-73.27445227806847
1108939,1534209,-73.27479439400673
1108939,6225294,-73.27479439400673
1108939,5668417,-73.27650472293593
1108939,1480108,-73.27710365026743
1108939,6170676,-73.28242044771764
1108939,1842680,-73.3111620381776
1108939,610114,-73.32228442864825
1108939,7405170,-73.32337929061967
1108939,3168054,-73.32413190890121
1108939,1347694,-73.32481603712692
1108939,6707715,-73.33349610841094
1108939,5769969,-73.34043980126275
1108939,3943258,-73.37032177586391
1108939,6793495,-73.3875072585856
1108939,6290174,-73.38846517853236
1108939,6843852,-73.38860201353866
1108939,6868000,-73.40950110530208
1108939,6735289,-73.41834209513775
1108939,3904622,-73.42853453270156
1108939,6179150,-73.42956084039045
1108939,5744020,-73.4373237605393
1108939,8172843,-73.44491063285498
1108939,2960283,-73.44634775860854
1108939,2834919,-73.45342021352283
1108939,6164667,-73.4559526883846
1108939,6164666,-73.45636327366425
1108939,5782994,-73.47869307368723
1108939,4260849,-73.47869307368724
1108939,3607301,-73.47958237519586
1108939,5438508,-73.50563242355716
1108939,6969425,-73.52569828115521
1108939,4907683,-73.53204493299319
1108939,2735037,-73.54049457364644
1108939,2918197,-73.54563327962667
1108939,698106,-73.54638599355211
1108939,6529622,-73.54679653067163
1108939,610113,-73.56330961567718
1108939,5557512,-73.58056369968818
1108939,25753,-73.60839233694034
1108939,2951421,-73.61044552428396
1112389,6064417,-82.61197374970547
1112389,6064419,-82.97646044373703
1112389,6064420,-82.97646044373703
1112389,6064418,-82.97646044373703
1112389,4492425,-83.62905073701678
1112389,5139660,-83.99811169126902
1112389,5139657,-83.99818990142948
1112389,5139658,-83.99826811082536
1112389,5139659,-83.99826811082536
1112389,5139661,-83.99826811082536
1112389,7817890,-84.03005847593262
1112389,2107820,-84.04830952135602
1112389,2086171,-84.09639588352796
1112389,4931198,-84.19925349051175
1112389,4790816,-84.20144357842227
1112389,2472193,-84.2015217847599
1112389,6064416,-84.45494749521716
1112389,6496650,-84.46104362681342
1112389,7651158,-84.48354409594484
1112389,6064415,-84.57093206640272
1112389,4076,-84.60729971057361
1112389,4159198,-84.75110434933215
1112389,1745424,-84.78923024332438
1112389,8097877,-84.78985587261981
1112389,684770,-84.82840972812315
1112389,640348,-84.85634593331253
1112389,7909652,-84.89474717089298
1112389,4284834,-84.89545098665012
1112389,3570708,-84.92276163594892
1112389,2472196,-84.94900828829779
1112389,2123630,-85.0102619344784
1112389,4553544,-85.01268661540212
1112389,979703,-85.04296871263705
1112389,1116794,-85.06172255479069
1112389,196853,-85.07808533057292
1112389,7759969,-85.08027169711538
1112389,6780773,-85.11507483981943
1112389,6832274,-85.11538776459041
1112389,3397526,-85.11617002297096
1112389,7651152,-85.11867273589304
1112389,3180612,-85.234657025776
1112389,8240708,-85.26274968722963
1112389,8138747,-85.26384463483028
1112389,1357130,-85.29755286052891
1112389,1422900,-85.29817868559157
